date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:40:28	17656/17656	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ada1052-44f8%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/frontend/js/kingcomposer.min.js?ver=2.7.2	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/frontend/js/kingcomposer.mineed8.js	(from https://sinaptika.mercubuana.ac.id/)
00:40:28	1443/1443	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264b8a8ec-5a3%22	https://sinaptika.mercubuana.ac.id/wp-includes/js/wp-embed.min.js?ver=4.9.23	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-includes/js/wp-embed.min11c4.js	(from https://sinaptika.mercubuana.ac.id/)
00:40:28	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%226511af19-302c%22	https://sinaptika.mercubuana.ac.id/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://sinaptika.mercubuana.ac.id/)
00:40:28	0/0	---MCZ	302	error ('Found')	text/html	date:Wed,%2027%20Sep%202023%2014:06:27%20GMT	https://sinaptika.mercubuana.ac.id/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://sinaptika.mercubuana.ac.id/)
00:40:29	7335/7335	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2027%20Sep%202023%2014:06:27%20GMT	https://sinaptika.mercubuana.ac.id/cdn-cgi/challenge-platform/h/g/scripts/jsd/dffb14d6/main.js	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/cdn-cgi/challenge-platform/h/g/scripts/jsd/dffb14d6/main.js	(from https://sinaptika.mercubuana.ac.id/)
00:40:29	7176/7176	---M--	522	error ('Unknown%20error')	text/html	date:Wed,%2027%20Sep%202023%2014:06:28%20GMT	https://sinaptika.mercubuana.ac.id/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.1)
00:40:29	65076/65076	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ad9d44e-2876e%22	https://sinaptika.mercubuana.ac.id/wp-content/themes/event/assets/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/themes/event/assets/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://sinaptika.mercubuana.ac.id/wp-content/themes/event/assets/font-awesome/css/font-awesome.min.css?ver=4.9.23)
00:40:30	65076/65076	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ad9d44e-2876e%22	https://sinaptika.mercubuana.ac.id/wp-content/themes/event/assets/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/themes/event/assets/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://sinaptika.mercubuana.ac.id/wp-content/themes/event/assets/font-awesome/css/font-awesome.min.css?ver=4.9.23)
00:40:31	46360/46360	---MCZ	200	added ('OK')	text/css	etag:W/%2263d9c36e-b518%22	https://sinaptika.mercubuana.ac.id/wp-includes/css/dashicons.min.css	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-includes/css/dashicons.min.css	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/forget-about-shortcode-buttons/public/css/button-styles.css?ver=2.1.1)
00:40:31	88536/88536	---MCZ	200	added ('OK')	text/css	etag:W/%225addfbe4-159d8%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/forget-about-shortcode-buttons/public/css/font-awesome.min.css	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/forget-about-shortcode-buttons/public/css/font-awesome.min.css	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/forget-about-shortcode-buttons/public/css/button-styles.css?ver=2.1.1)
00:40:32	4984/4984	---M--	200	added ('OK')	image/png	etag:%225ada1052-1378%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/frontend/images/loader.png	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/frontend/images/loader.png	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/frontend/css/kingcomposer.min.css?ver=2.7.2)
00:40:32	3710/3710	---M--	200	added ('OK')	image/gif	etag:%225ada1052-e7e%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/frontend/images/loading.gif	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/frontend/images/loading.gif	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/frontend/css/kingcomposer.min.css?ver=2.7.2)
00:40:32	1894/1894	---M--	200	added ('OK')	image/gif	etag:%225ada1052-766%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/frontend/images/fb_loading.gif	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/frontend/images/fb_loading.gif	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/frontend/css/kingcomposer.min.css?ver=2.7.2)
00:40:32	1061/1061	---M--	200	added ('OK')	image/png	etag:%225ada1052-425%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/frontend/images/icon-remove.png	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/frontend/images/icon-remove.png	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/frontend/css/kingcomposer.min.css?ver=2.7.2)
00:40:33	53572/53572	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ada1052-d144%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons.eot?-i3a2kk	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons4c82.eot	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:33	53572/53572	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ada1052-d144%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons.eot?	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Iconsd41d.eot	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:33	53368/53368	---M--	200	added ('OK')	application/octet-stream	etag:%225ada1052-d078%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons.ttf	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons.ttf	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:33	53444/53444	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ada1052-d0c4%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons.woff	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons.woff	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:49	7176/7176	---M--	522	error ('Unknown%20error')	text/html	date:Wed,%2027%20Sep%202023%2014:06:47%20GMT	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Icons.svg?	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/Simple-Line-Iconsd41d.svg	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:49	7176/7176	---M--	522	error ('Unknown%20error')	text/html	date:Wed,%2027%20Sep%202023%2014:06:48%20GMT	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.eot	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.4c.delayed	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:49	32694/32694	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ada1052-7fb6%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.eot?	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/et-lined41d.eot	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:50	55220/55220	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ada1052-d7b4%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.woff	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.woff	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:50	32536/32536	---M--	200	added ('OK')	application/octet-stream	etag:%225ada1052-7f18%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.ttf	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.ttf	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:50	65092/65092	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ada1052-2adb1%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.svg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/et-line.svg	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:50	65076/65076	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ada1052-1c1cc%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.eot	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:51	55484/55484	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ada1052-d8bc%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.woff	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:52	65092/65092	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ada1052-669bb%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/fa-solid-900.svg	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:52	55144/55144	---M--	200	added ('OK')	text/html	etag:%22d768-56a49e3873880%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.html	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:53	64392/64392	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ada1052-fb88%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.woff	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:53	99468/99468	---M--	200	added ('OK')	application/octet-stream	etag:%225ada1052-1848c%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.ttf	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:53	97860/97860	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ada1052-7cedb%22	https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/fonts/fa-brands-400.svg	(from https://sinaptika.mercubuana.ac.id/wp-content/plugins/kingcomposer/assets/css/icons.css?ver=2.7.2)
00:40:55	2576/2576	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:06:54%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Ffront-page-features%2Fcall-for-paper%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed37e5.json	(from https://sinaptika.mercubuana.ac.id/front-page-features/call-for-paper/)
00:40:57	2709/2709	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:06:55%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Ffront-page-features%2Fcall-for-paper%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embedf1e8	(from https://sinaptika.mercubuana.ac.id/front-page-features/call-for-paper/)
00:40:57	7824/7824	---M--	200	added ('OK')	image/jpeg	etag:%22616fdd91-238d%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2021/10/logo-sinta-300x118.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2021/10/logo-sinta-300x118.jpg	(from https://sinaptika.mercubuana.ac.id/front-page-features/call-for-paper/)
00:40:57	95443/95443	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225fb63588-174d3%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2020/11/Petunjuk-Penulisan-Makalah-SINAPTIKA.docx	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2020/11/Petunjuk-Penulisan-Makalah-SINAPTIKA.docx	(from https://sinaptika.mercubuana.ac.id/front-page-features/call-for-paper/)
00:41:01	2564/2564	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:06:58%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fseminar-nasional-sinaptika%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embedde0a.json	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika/)
00:41:01	28990/28990	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:06:59%20GMT	https://sinaptika.mercubuana.ac.id/7-november-2021/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/7-november-2021/index.html	(from https://sinaptika.mercubuana.ac.id/front-page-features/call-for-paper/)
00:41:01	27980/27980	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:06:59%20GMT	https://sinaptika.mercubuana.ac.id/2021/11/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/2021/11/index.html	(from https://sinaptika.mercubuana.ac.id/front-page-features/call-for-paper/)
00:41:01	29607/29607	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:06:59%20GMT	https://sinaptika.mercubuana.ac.id/9-november-s-d-12-november-2021/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/9-november-s-d-12-november-2021/index.html	(from https://sinaptika.mercubuana.ac.id/front-page-features/call-for-paper/)
00:41:03	2695/2695	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:07:02%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fseminar-nasional-sinaptika%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed6140	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika/)
00:41:03	28062/28062	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:02%20GMT	https://sinaptika.mercubuana.ac.id/2021/10/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/2021/10/index.html	(from https://sinaptika.mercubuana.ac.id/front-page-features/call-for-paper/)
00:41:03	9220/9220	---M--	200	added ('OK')	image/jpeg	etag:%226114e1a6-2404%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/WhatsApp-Image-2021-08-07-at-15.21.15-300x100.jpeg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/WhatsApp-Image-2021-08-07-at-15.21.15-300x100.jpg	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika/)
00:41:04	1076/1076	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264b8a8ec-434%22	https://sinaptika.mercubuana.ac.id/wp-includes/js/comment-reply.min.js?ver=4.9.23	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-includes/js/comment-reply.min11c4.js	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika/)
00:41:05	24317/24317	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:02%20GMT	https://sinaptika.mercubuana.ac.id/2021/08/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/2021/08/index.html	(from https://sinaptika.mercubuana.ac.id/front-page-features/call-for-paper/)
00:41:05	25494/25494	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:03%20GMT	https://sinaptika.mercubuana.ac.id/2020/11/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/2020/11/index.html	(from https://sinaptika.mercubuana.ac.id/front-page-features/call-for-paper/)
00:41:05	23159/23159	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:04%20GMT	https://sinaptika.mercubuana.ac.id/2019/10/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/2019/10/index.html	(from https://sinaptika.mercubuana.ac.id/front-page-features/call-for-paper/)
00:41:07	27188/27188	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:05%20GMT	https://sinaptika.mercubuana.ac.id/2018/11/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/2018/11/index.html	(from https://sinaptika.mercubuana.ac.id/front-page-features/call-for-paper/)
00:41:08	2345/2345	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:07:06%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Facomodation%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed74bf.json	(from https://sinaptika.mercubuana.ac.id/acomodation/)
00:41:08	36023/36023	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:07%20GMT	https://sinaptika.mercubuana.ac.id/2016/09/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/2016/09/index.html	(from https://sinaptika.mercubuana.ac.id/front-page-features/call-for-paper/)
00:41:08	60620/60620	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:07%20GMT	https://sinaptika.mercubuana.ac.id/2018/04/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/2018/04/index.html	(from https://sinaptika.mercubuana.ac.id/front-page-features/call-for-paper/)
00:41:10	33667/33667	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:08%20GMT	https://sinaptika.mercubuana.ac.id/2016/08/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/2016/08/index.html	(from https://sinaptika.mercubuana.ac.id/front-page-features/call-for-paper/)
00:41:10	831/831	---M-Z	200	added ('OK')	application/rss+xml	etag:%22eecd381f6ceda05a5efd59fee728de03-gzip%22	https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika/feed/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika/feed/index.html	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika/)
00:41:11	2438/2438	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:07:09%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Facomodation%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed2d46	(from https://sinaptika.mercubuana.ac.id/acomodation/)
00:41:14	36189/36189	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:11%20GMT	https://sinaptika.mercubuana.ac.id/author/sinaptikamercubuana-ac-id/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/author/sinaptikamercubuana-ac-id/index.html	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika/)
00:41:15	41298/41298	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:12%20GMT	https://sinaptika.mercubuana.ac.id/kompetisi-teknologi-informasi-2/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/kompetisi-teknologi-informasi-2/index.html	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika/)
00:41:15	57624/57624	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:12%20GMT	https://sinaptika.mercubuana.ac.id/category/upcoming-events/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/category/upcoming-events/index.html	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika/)
00:41:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2014:07:09%20GMT	https://sinaptika.mercubuana.ac.id/?p=677	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/indexc128.html	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika/)
00:41:17	32250/32250	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:15%20GMT	https://sinaptika.mercubuana.ac.id/presentasi-paralel-session/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/presentasi-paralel-session/index.html	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika/)
00:41:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2014:07:16%20GMT	https://sinaptika.mercubuana.ac.id/?p=685	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/index0111.html	(from https://sinaptika.mercubuana.ac.id/acomodation/)
00:41:18	2351/2351	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:07:16%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Facomodation%2Ftravels%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed8f39.json	(from https://sinaptika.mercubuana.ac.id/acomodation/travels/)
00:41:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2014:07:16%20GMT	https://sinaptika.mercubuana.ac.id/?p=695	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/index8fde.html	(from https://sinaptika.mercubuana.ac.id/acomodation/travels/)
00:41:19	2442/2442	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:07:18%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Facomodation%2Ftravels%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embedb22f	(from https://sinaptika.mercubuana.ac.id/acomodation/travels/)
00:41:21	2375/2375	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:07:20%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Ftentang-sinaptika%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed4ae6.json	(from https://sinaptika.mercubuana.ac.id/tentang-sinaptika/)
00:41:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2014:07:20%20GMT	https://sinaptika.mercubuana.ac.id/?p=475	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/index8a0c.html	(from https://sinaptika.mercubuana.ac.id/tentang-sinaptika/)
00:41:21	26782/26782	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:20%20GMT	https://sinaptika.mercubuana.ac.id/acomodation/hotels/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/acomodation/hotels/index.html	(from https://sinaptika.mercubuana.ac.id/)
