date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:41:23	2468/2468	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:07:21%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Ftentang-sinaptika%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed9f86	(from https://sinaptika.mercubuana.ac.id/tentang-sinaptika/)
00:41:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2014:07:23%20GMT	https://sinaptika.mercubuana.ac.id/?p=770	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/index64ca.html	(from https://sinaptika.mercubuana.ac.id/tentang-sinaptika/contact-persons/)
00:41:25	2403/2403	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:07:23%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Ftentang-sinaptika%2Fcontact-persons%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed1fd3.json	(from https://sinaptika.mercubuana.ac.id/tentang-sinaptika/contact-persons/)
00:41:25	26833/26833	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:24%20GMT	https://sinaptika.mercubuana.ac.id/tentang-sinaptika/committe/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/tentang-sinaptika/committe/index.html	(from https://sinaptika.mercubuana.ac.id/)
00:41:26	2494/2494	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:07:25%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Ftentang-sinaptika%2Fcontact-persons%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed9a4a	(from https://sinaptika.mercubuana.ac.id/tentang-sinaptika/contact-persons/)
00:41:28	2378/2378	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:07:27%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Ftentang-sinaptika%2Fcontact-us%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embedf7d3.json	(from https://sinaptika.mercubuana.ac.id/tentang-sinaptika/contact-us/)
00:41:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2014:07:27%20GMT	https://sinaptika.mercubuana.ac.id/?p=186	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/index146c.html	(from https://sinaptika.mercubuana.ac.id/tentang-sinaptika/contact-us/)
00:41:31	2469/2469	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:07:29%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Ftentang-sinaptika%2Fcontact-us%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embedc7f3	(from https://sinaptika.mercubuana.ac.id/tentang-sinaptika/contact-us/)
00:41:31	12253/12253	---M--	200	added ('OK')	image/png	etag:%225adc8440-2fdd%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/sinaptika.png	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/sinaptika.png	(from https://sinaptika.mercubuana.ac.id/tentang-sinaptika/contact-us/)
00:41:32	2620/2620	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:07:31%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fseminar-nasional-sinaptika-2021%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed6e74.json	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika-2021/)
00:41:33	846/846	---M-Z	200	added ('OK')	application/rss+xml	etag:%22eecd381f6ceda05a5efd59fee728de03-gzip%22	https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika-2021/feed/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika-2021/feed/index.html	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika-2021/)
00:41:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2014:07:32%20GMT	https://sinaptika.mercubuana.ac.id/?p=1018	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/indexbd7b.html	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika-2021/)
00:41:34	2751/2751	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:07:33%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fseminar-nasional-sinaptika-2021%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed58fd	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika-2021/)
00:41:36	29138/29138	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:35%20GMT	https://sinaptika.mercubuana.ac.id/12-desember-2020/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/12-desember-2020/index.html	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-sinaptika-2021/)
00:41:36	2746/2746	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:07:35%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fmeningkatkan-inovasi-digital-untuk-menjawab-tantangan-global-dimasa-pandemic%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed8f39-2.json	(from https://sinaptika.mercubuana.ac.id/meningkatkan-inovasi-digital-untuk-menjawab-tantangan-global-dimasa-pandemic/)
00:41:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2014:07:35%20GMT	https://sinaptika.mercubuana.ac.id/?p=11	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/index5757.html	(from https://sinaptika.mercubuana.ac.id/meningkatkan-inovasi-digital-untuk-menjawab-tantangan-global-dimasa-pandemic/)
00:41:38	2877/2877	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:07:36%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fmeningkatkan-inovasi-digital-untuk-menjawab-tantangan-global-dimasa-pandemic%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embedaf43	(from https://sinaptika.mercubuana.ac.id/meningkatkan-inovasi-digital-untuk-menjawab-tantangan-global-dimasa-pandemic/)
00:41:40	2622/2622	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:07:38%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fyour-ultimate-event-solution%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed465a.json	(from https://sinaptika.mercubuana.ac.id/your-ultimate-event-solution/)
00:41:40	23473/23473	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:39%20GMT	https://sinaptika.mercubuana.ac.id/category/sinaptika-2021/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/category/sinaptika-2021/index.html	(from https://sinaptika.mercubuana.ac.id/meningkatkan-inovasi-digital-untuk-menjawab-tantangan-global-dimasa-pandemic/)
00:41:41	32190/32190	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:39%20GMT	https://sinaptika.mercubuana.ac.id/a-passion-for-planning-enjoy-putting-their-plans-into-action-and-organizing-events/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/a-passion-for-planning-enjoy-putting-their-plans-into-action-and-organizing-events/index.html	(from https://sinaptika.mercubuana.ac.id/meningkatkan-inovasi-digital-untuk-menjawab-tantangan-global-dimasa-pandemic/)
00:41:42	2753/2753	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:07:40%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fyour-ultimate-event-solution%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embedb54a	(from https://sinaptika.mercubuana.ac.id/your-ultimate-event-solution/)
00:41:42	66265/66265	---M--	200	added ('OK')	image/jpeg	etag:%225f782c50-102d9%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2019/10/WhatsApp-Image-2020-10-03-at-1.49.23-PM.jpeg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2019/10/WhatsApp-Image-2020-10-03-at-1.49.23-PM.jpeg	(from https://sinaptika.mercubuana.ac.id/)
00:41:45	2758/2758	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:07:43%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fseminar-nasional-pengaplikasian-telematika-sinaptika-2020%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embeded47.json	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-pengaplikasian-telematika-sinaptika-2020/)
00:41:45	926/926	---M-Z	200	added ('OK')	application/rss+xml	etag:%22eecd381f6ceda05a5efd59fee728de03-gzip%22	https://sinaptika.mercubuana.ac.id/seminar-nasional-pengaplikasian-telematika-sinaptika-2020/feed/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/seminar-nasional-pengaplikasian-telematika-sinaptika-2020/feed/index.html	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-pengaplikasian-telematika-sinaptika-2020/)
00:41:45	47710/47710	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:43%20GMT	https://sinaptika.mercubuana.ac.id/category/fasilkom-univ-mercu-buana/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/category/fasilkom-univ-mercu-buana/index.html	(from https://sinaptika.mercubuana.ac.id/your-ultimate-event-solution/)
00:41:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2014:07:43%20GMT	https://sinaptika.mercubuana.ac.id/?p=162	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/indexbbc7.html	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-pengaplikasian-telematika-sinaptika-2020/)
00:41:47	2889/2889	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:07:45%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fseminar-nasional-pengaplikasian-telematika-sinaptika-2020%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embede294	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-pengaplikasian-telematika-sinaptika-2020/)
00:41:47	21099/21099	---M--	200	added ('OK')	image/jpeg	etag:%225f783c39-526b%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2016/08/WhatsApp-Image-2020-10-03-at-1.47.09-PM-2-212x300.jpeg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2016/08/WhatsApp-Image-2020-10-03-at-1.47.09-PM-2-212x300.jpg	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-pengaplikasian-telematika-sinaptika-2020/)
00:41:49	2340/2340	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:07:48%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fevent-date%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed94b1.json	(from https://sinaptika.mercubuana.ac.id/event-date/)
00:41:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2014:07:48%20GMT	https://sinaptika.mercubuana.ac.id/?p=16	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/index0e62.html	(from https://sinaptika.mercubuana.ac.id/event-date/)
00:41:49	23523/23523	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2014:07:48%20GMT	https://sinaptika.mercubuana.ac.id/category/sinaptika-sebelumya/	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/category/sinaptika-sebelumya/index.html	(from https://sinaptika.mercubuana.ac.id/seminar-nasional-pengaplikasian-telematika-sinaptika-2020/)
00:41:51	2433/2433	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:07:49%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fevent-date%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed6b24	(from https://sinaptika.mercubuana.ac.id/event-date/)
00:41:53	2577/2577	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:07:51%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fpengabdian-masyarakat%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed9bd6.json	(from https://sinaptika.mercubuana.ac.id/pengabdian-masyarakat/)
00:41:55	2712/2712	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:07:53%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fpengabdian-masyarakat%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed3c4d	(from https://sinaptika.mercubuana.ac.id/pengabdian-masyarakat/)
00:41:55	10768/10768	---M--	200	added ('OK')	image/jpeg	etag:%22610e4803-2a10%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2021/08/WhatsApp-Image-2021-08-07-at-15.35.12-300x100.jpeg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2021/08/WhatsApp-Image-2021-08-07-at-15.35.12-300x100.jpg	(from https://sinaptika.mercubuana.ac.id/pengabdian-masyarakat/)
00:41:57	2592/2592	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:07:55%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fprof-anton-abdulbasah-kamil%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed5cc6.json	(from https://sinaptika.mercubuana.ac.id/prof-anton-abdulbasah-kamil/)
00:41:59	2723/2723	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:07:57%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fprof-anton-abdulbasah-kamil%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embedf29e	(from https://sinaptika.mercubuana.ac.id/prof-anton-abdulbasah-kamil/)
00:42:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2014:07:59%20GMT	https://sinaptika.mercubuana.ac.id/?p=1284	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/indexbbcb.html	(from https://sinaptika.mercubuana.ac.id/prof-rahmat-budiarto/)
00:42:00	2550/2550	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:07:59%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fprof-rahmat-budiarto%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embedf314.json	(from https://sinaptika.mercubuana.ac.id/prof-rahmat-budiarto/)
00:42:03	2681/2681	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:08:01%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fprof-rahmat-budiarto%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed26fe	(from https://sinaptika.mercubuana.ac.id/prof-rahmat-budiarto/)
00:42:03	21210/21210	---M--	200	added ('OK')	image/jpeg	etag:%22610e3fa0-52da%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2021/08/prof-rahmat-budiarto.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2021/08/prof-rahmat-budiarto.jpg	(from https://sinaptika.mercubuana.ac.id/)
00:42:05	2542/2542	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:08:03%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fprof-juliana-sutanto%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed3ddf.json	(from https://sinaptika.mercubuana.ac.id/prof-juliana-sutanto/)
00:42:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2027%20Sep%202023%2014:08:03%20GMT	https://sinaptika.mercubuana.ac.id/?p=1287	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/index2569.html	(from https://sinaptika.mercubuana.ac.id/prof-juliana-sutanto/)
00:42:06	2673/2673	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:08:05%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fprof-juliana-sutanto%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed1e89	(from https://sinaptika.mercubuana.ac.id/prof-juliana-sutanto/)
00:42:08	2568/2568	---MCZ	200	added ('OK')	application/json	date:Wed,%2027%20Sep%202023%2014:08:07%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fgallery%2Fseminar-nasional-mou%2F	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed9b5a.json	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:10	2699/2699	---M-Z	200	added ('OK')	text/xml	date:Wed,%2027%20Sep%202023%2014:08:08%20GMT	https://sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsinaptika.mercubuana.ac.id%2Fgallery%2Fseminar-nasional-mou%2F&format=xml	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-json/oembed/1.0/embed1478	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:10	17009/17009	---M--	200	added ('OK')	image/jpeg	etag:%225addf647-4271%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/14-2017-300x200.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/14-2017-300x200.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:10	14381/14381	---M--	200	added ('OK')	image/jpeg	etag:%225addf675-382d%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/24-2017-300x200.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/24-2017-300x200.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:11	14913/14913	---M--	200	added ('OK')	image/jpeg	etag:%225addf677-3a41%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/1-2017-300x200.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/1-2017-300x200.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:11	13788/13788	---M--	200	added ('OK')	image/jpeg	etag:%225addf678-35dc%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/2-2017-300x200.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/2-2017-300x200.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:11	11513/11513	---M--	200	added ('OK')	image/jpeg	etag:%225addf67c-2cf9%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/3-2017-300x200.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/3-2017-300x200.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:12	13193/13193	---M--	200	added ('OK')	image/jpeg	etag:%225addf67f-3389%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/4-2017-300x200.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/4-2017-300x200.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:12	14767/14767	---M--	200	added ('OK')	image/jpeg	etag:%225addf682-39af%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/5-2017-300x200.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/5-2017-300x200.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:12	13355/13355	---M--	200	added ('OK')	image/jpeg	etag:%225addf684-342b%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/6-2017-300x199.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/6-2017-300x199.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:12	16011/16011	---M--	200	added ('OK')	image/jpeg	etag:%225addf687-3e8b%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/7-2017-300x199.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/7-2017-300x199.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:12	18124/18124	---M--	200	added ('OK')	image/jpeg	etag:%225addf68b-46cc%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/8-2017-300x199.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/8-2017-300x199.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:13	18414/18414	---M--	200	added ('OK')	image/jpeg	etag:%225addf68e-47ee%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/9-2017-300x199.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/9-2017-300x199.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:13	13916/13916	---M--	200	added ('OK')	image/jpeg	etag:%225addf69d-365c%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/10-2017-300x199.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/10-2017-300x199.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:13	18996/18996	---M--	200	added ('OK')	image/jpeg	etag:%225addf6b3-4a34%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/11-2017-300x199.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/11-2017-300x199.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:13	17845/17845	---M--	200	added ('OK')	image/jpeg	etag:%225addf6b9-45b5%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/12-2017-300x199.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/12-2017-300x199.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:14	13978/13978	---M--	200	added ('OK')	image/jpeg	etag:%225addf6bb-369a%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/13-2017-300x200.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/13-2017-300x200.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:14	17009/17009	---M--	200	added ('OK')	image/jpeg	etag:%225addf6bf-4271%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/14-2017-1-300x200.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/14-2017-1-300x200.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:14	16261/16261	---M--	200	added ('OK')	image/jpeg	etag:%225addf6c2-3f85%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/15-2017-300x200.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/15-2017-300x200.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
00:42:14	12674/12674	---M--	200	added ('OK')	image/jpeg	etag:%225addf6c4-3182%22	https://sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/16-2017-300x200.jpg	C:/My%20Web%20Sites/sinaptika/sinaptika.mercubuana.ac.id/wp-content/uploads/2018/04/16-2017-300x200.jpg	(from https://sinaptika.mercubuana.ac.id/gallery/seminar-nasional-mou/)
